	Gene 1	Gene 2	T-value
55	ITGB5	PTGS1	2.87079142715022
56	P2RX5	CD19	32.4112384385272
57	P2RX5	CD22	26.9085096781972
58	CTTN	ITGA2B	12.659128203827
59	PPP1R15A	CSRNP1	27.1570126982814
60	PPP1R15A	JUNB	17.8351198431775
61	SIGLEC1	IFI44L	1.47926192882963
62	OAS1	OAS2	5.03928714072902
63	PTGS1	CTDSPL	9.67681901020085
64	PTGS1	SH3BGRL2	4.30903012165078
65	PTGS1	ITGB5	2.87079142715022
66	BLNK	FCRLA	8.43955333240436
67	PRKY	DDX3Y	10.3636936664526
68	NCF4	GLT1D1	42.4645961369215
69	CTSG	MPO	1.31805196152411
70	TCL1A	CD22	70.2281756919517
71	TCL1A	CD72	7.48930136289222
72	MYL9	ITGA2B	24.8723551259194
73	PGRMC1	MMD	8.07413004079321
74	OLFM4	MMP8	13.7261763480337
75	AQP9	FPR2	21.8652095364059
76	AQP9	ACSL1	13.4050289261516
77	ALOX12	TREML1	10.4193598898665
78	ALOX12	SH3BGRL2	1.08153829728122
79	MMD	PGRMC1	8.07413004079321
80	OAS3	IFI6	10.3477600362609
81	OAS3	IFI44	7.42005807853066
82	OAS3	EPSTI1	7.33727468044577
83	OAS3	IFI44L	1.55406706823577
84	OAS2	UBE2L6	40.6763785399108
85	OAS2	SAMD9L	23.8822482525317
86	OAS2	IFI44L	22.5298078831788
87	OAS2	PARP9	20.4893844243782
88	OAS2	DDX60	15.5383365458294
89	ACRBP	TREML1	217.985189032909
90	ACRBP	NRGN	12.8022079862138
91	ACRBP	PTCRA	6.41065396990922
92	ACRBP	GP9	3.59030501228437
93	SPARC	ITGB5	20.216074150317
94	PFKFB4	SLC16A3	7.51094732146207
95	USP9Y	UTY	374.158476209711
96	USP9Y	ZFY	268.977092797549
97	USP9Y	DDX3Y	218.001449073694
98	USP9Y	EIF1AY	82.7481054283673
99	USP9Y	KDM5D	69.9274583111463
100	IFIH1	TDRD7	13.237183531577
101	IFIH1	PARP9	7.20843719513669
102	IFIH1	RSAD2	3.62083166393148
103	STAT1	GBP4	15.1853117966063
104	STAT1	DTX3L	14.2748167280387
105	STAT1	PARP9	8.1091465173099
106	RALGPS2	EBF1	81.4128468323656
107	FBXO6	IFI35	15.6455027653429
108	GBP1	GBP4	6.63671224082029
109	MMP8	OLFM4	13.7261763480337
110	CSF3R	MBOAT7	26.0062923768727
111	IFIT3	EPSTI1	19.4176578852478
112	IFIT3	IFI44L	16.2543697056573
113	IFIT3	OASL	10.5504511189392
114	IFIT3	HERC5	7.04701904409058
115	IFIT3	PARP9	5.76763316460969
116	IFIT2	IFIT1	30.4321590140733
117	IFIT2	RSAD2	17.3748783830505
118	IFIT2	PARP9	2.62825994531537
119	IFIT2	HERC5	1.62469341372352
120	PLEKHG1	BANK1	21.5668184573416
121	PLEKHG1	FCRL2	15.3301617479997
122	FAM53C	ITPRIP	11.8124744970628
123	TRMT13	CBR4	60.6962276183036
124	TRMT13	NAPEPLD	20.1978799851351
125	ZNF644	U2SURP	9.00421684708203
126	LRP1	NAGA	23.7422503414931
127	MBOAT7	CSF3R	26.0062923768727
128	IL1B	PLAUR	38.8593739757338
129	CCR7	TRABD2A	24.5937132997752
130	CCR7	LEF1	14.7406652495246
131	CCR7	FCMR	13.6792321208637
132	CCR7	FAM102A	4.34429368437566
133	IFI6	ISG15	23.0315214097553
134	IFI6	OAS2	12.5004814302386
135	IFI6	OAS3	10.3477600362609
136	IFI6	OASL	9.90773008650121
137	IFI6	PARP9	9.51824352599701
138	CFP	PRAM1	33.4995817447417
139	DLGAP5	TOP2A	3.27997367039089
140	DLGAP5	BUB1	1.63368070025971
141	VPREB3	CD72	14.0044480075667
142	VPREB3	CD79B	10.4042131116191
143	VPREB3	SPIB	1.81486584071684
144	RPS4Y1	UTY	240.525625882006
145	RPS4Y1	ZFY	204.617883758581
146	RPS4Y1	DDX3Y	15.8650983259727
147	RPS4Y1	USP9Y	2.88066163901077
148	TOP2A	DLGAP5	3.27997367039089
149	TRIM21	TRAFD1	14.0634926734307
150	FCRLA	CD72	23.6528381484217
151	FCRLA	BLNK	8.43955333240436
152	FCRLA	CD22	8.05827805575777
153	PNISR	ARGLU1	4.24778673598036
154	XAF1	SAMD9L	10.989394133366
155	XAF1	IFI44	9.6456503686558
156	XAF1	OAS2	2.78584710731635
157	FCRL2	PLEKHG1	15.3301617479997
158	FCRL2	CD22	1.47322641582367
159	EPSTI1	IFIT3	19.4176578852478
160	EPSTI1	CMPK2	14.0069237765876
161	EPSTI1	HERC5	8.78595703600121
162	EPSTI1	OAS3	7.33727468044577
163	EPSTI1	UBE2L6	5.1544354099425
164	PRAM1	CFP	33.4995817447417
165	GIMAP6	GIMAP7	42.0744837808554
166	NUMB	SIRPA	5.30290080824856
167	NUMB	RBM47	4.58678055251055
168	RSAD2	IFIT2	17.3748783830505
169	RSAD2	HERC5	8.73709647297838
170	RSAD2	OAS2	8.66831134959635
171	RSAD2	IFI6	7.51444343633677
172	RSAD2	PARP9	3.87395162607836
173	CMPK2	PARP9	14.577714525376
174	CMPK2	EPSTI1	14.0069237765876
175	CMPK2	HERC5	5.54591404170356
176	KLRD1	PRSS23	19.9303360430506
177	ARGLU1	PNISR	4.24778673598036
178	OASL	IFIT1	52.598183397029
179	OASL	HERC5	11.1533642638933
180	OASL	IFIT3	10.5504511189392
181	OASL	IFI6	9.90773008650121
182	OASL	ISG15	4.01826893119674
183	TRAFD1	TRIM21	14.0634926734307
184	VPS36	CPOX	45.0109786621604
185	BLK	CD19	11.7592881614919
186	BLK	TNFRSF13C	11.500531696335
187	TLR4	TLR2	82.4941078785237
188	CD72	SPIB	29.6378900702384
189	CD72	CD19	24.0195497731501
190	CD72	FCRLA	23.6528381484217
191	CD72	VPREB3	14.0044480075667
192	CD72	TCL1A	7.48930136289222
193	FGFBP2	S1PR5	12.9736949160535
194	TLR2	TLR4	82.4941078785237
195	TLR2	SIRPA	1.45681033305017
196	DDX60	OAS2	15.5383365458294
197	DDX60	IFIT1	9.55659192317329
198	IFI44L	LY6E	35.4319568991891
199	IFI44L	OAS2	22.5298078831788
200	IFI44L	HERC5	17.0302195961499
201	IFI44L	IFIT3	16.2543697056573
202	IFI44L	IFIT1	15.8909107898578
203	IFI44	XAF1	9.6456503686558
204	IFI44	OAS2	8.11943341674526
205	IFI44	OAS3	7.42005807853066
206	IFI44	ISG15	6.33067347668943
207	IFI44	IFI6	2.55307599280754
208	PARP9	OAS2	20.4893844243782
209	PARP9	CMPK2	14.577714525376
210	PARP9	IFI6	9.51824352599701
211	PARP9	STAT1	8.1091465173099
212	PARP9	IFIH1	7.20843719513669
213	HERC5	IFI44L	17.0302195961499
214	HERC5	OASL	11.1533642638933
215	HERC5	EPSTI1	8.78595703600121
216	HERC5	RSAD2	8.73709647297838
217	HERC5	IFIT3	7.04701904409058
218	LEF1	CCR7	14.7406652495246
219	SLC16A3	PFKFB4	7.51094732146207
220	SELENBP1	EPB42	7.09595783828597
221	SELENBP1	SLC4A1	4.03671958510166
222	GUK1	UBXN6	21.9579843327987
223	GUK1	HAGH	1.46436329326151
224	CSRNP1	PPP1R15A	27.1570126982814
225	CSRNP1	JUNB	10.5237613117922
226	CTDSPL	MTURN	31.7557065399097
227	CTDSPL	ABLIM3	23.6990475250177
228	CTDSPL	ITGB5	16.5363244439953
229	CTDSPL	PTGS1	9.67681901020085
230	CTDSPL	SH3BGRL2	5.86645813399694
231	SNCA	STRADB	44.1763187785845
232	CBR4	TRMT13	60.6962276183036
233	LCN2	LTF	3.31085815576287
234	ITPRIP	FAM53C	11.8124744970628
235	ESAM	TREML1	39.5022945111478
236	ESAM	CMTM5	19.8179166523589
237	PRSS23	KLRD1	19.9303360430506
238	ACSL1	AQP9	13.4050289261516
239	GLT1D1	NCF4	42.4645961369215
240	BANK1	FCRL1	33.3634958922372
241	BANK1	PLEKHG1	21.5668184573416
242	SCOC	ACTR6	17.4004135510318
243	NRGN	ITGA2B	32.3858445771645
244	NRGN	TREML1	22.4959876200125
245	NRGN	GP9	17.1483466591253
246	NRGN	CMTM5	14.9637490136964
247	NRGN	ACRBP	12.8022079862138
248	UBE2L6	OAS2	40.6763785399108
249	UBE2L6	EPSTI1	5.1544354099425
250	MS4A1	STRBP	28.9358521355228
251	MX1	MX2	128.466932656064
252	MX1	IFI35	8.78579859986608
253	MX1	IFI6	8.58344964892521
254	ALAS2	STRADB	5.95156908734991
255	ALAS2	SLC25A39	1.26491163818485
256	TNFRSF13C	BLK	11.500531696335
257	LY6E	IFI44L	35.4319568991891
258	LY6E	IFI6	8.80495999497546
259	LY6E	IFI35	1.07476064989485
260	NAPEPLD	TRMT13	20.1978799851351
261	TREML1	ACRBP	217.985189032909
262	TREML1	ITGB3	63.8641246700336
263	TREML1	GP9	53.3817810493825
264	TREML1	ESAM	39.5022945111478
265	TREML1	CMTM5	23.5214411045302
266	GBP4	STAT1	15.1853117966063
267	GBP4	GBP1	6.63671224082029
268	FCMR	CCR7	13.6792321208637
269	SMARCAD1	GOPC	4.39691642786298
270	FCRL1	BANK1	33.3634958922372
271	RBM47	NUMB	4.58678055251055
272	U2SURP	ZNF644	9.00421684708203
273	DTX3L	STAT1	14.2748167280387
274	DTX3L	PARP9	4.41471325483879
275	EBF1	RALGPS2	81.4128468323656
276	EBF1	STRBP	22.2574945499051
277	STRBP	MS4A1	28.9358521355228
278	STRBP	EBF1	22.2574945499051
279	STRBP	ABCB4	1.6184831313467
280	SMCO4	ADAP2	7.46558091783971
281	CMTM5	TREML1	23.5214411045302
282	CMTM5	ESAM	19.8179166523589
283	CMTM5	NRGN	14.9637490136964
284	CMTM5	ITGA2B	11.7238252027359
285	CMTM5	SH3BGRL2	6.64551461023076
286	EPB42	SELENBP1	7.09595783828597
287	FAM102A	CCR7	4.34429368437566
288	UBXN6	GUK1	21.9579843327987
289	UBXN6	STRADB	10.087957892885
290	UBXN6	HAGH	8.35173178036811
291	UBXN6	SLC25A39	2.91087585872157
292	SLC43A2	SIRPA	7.39315000019487
293	BUB1	DLGAP5	1.63368070025971
294	GP9	TREML1	53.3817810493825
295	GP9	NRGN	17.1483466591253
296	GP9	ACRBP	3.59030501228437
297	FPR2	AQP9	21.8652095364059
298	JUNB	PPP1R15A	17.8351198431775
299	JUNB	CSRNP1	10.5237613117922
300	PTCRA	ACRBP	6.41065396990922
301	ABLIM3	CTDSPL	23.6990475250177
302	ABLIM3	ITGA2B	19.2724780745144
303	BEND2	SH3BGRL2	9.04313137287655
304	SAMD9L	OAS2	23.8822482525317
305	SAMD9L	XAF1	10.989394133366
306	SAMD9L	SAMD9	7.03102450308928
307	CD19	P2RX5	32.4112384385272
308	CD19	CD72	24.0195497731501
309	CD19	SPIB	18.191191184166
310	CD19	BLK	11.7592881614919
311	GIMAP7	GIMAP6	42.0744837808554
312	GIMAP7	GIMAP1	21.1757413456646
313	GPBAR1	ADAP2	12.2378233551965
314	MTURN	CTDSPL	31.7557065399097
315	MTURN	SH3BGRL2	9.85715425966457
316	S1PR5	FGFBP2	12.9736949160535
317	TSEN54	LLGL2	15.5992859613478
318	MX2	MX1	128.466932656064
319	UTY	USP9Y	374.158476209711
320	UTY	RPS4Y1	240.525625882006
321	UTY	DDX3Y	194.934744340253
322	UTY	ZFY	184.769320508012
323	UTY	EIF1AY	73.3108423110619
324	ADAP2	GPBAR1	12.2378233551965
325	ADAP2	SMCO4	7.46558091783971
326	IFIT1	OASL	52.598183397029
327	IFIT1	IFIT2	30.4321590140733
328	IFIT1	IFI44L	15.8909107898578
329	IFIT1	DDX60	9.55659192317329
330	IFIT1	PARP9	3.26965225428701
331	BTLA	STAP1	22.040179614082
332	TRABD2A	CCR7	24.5937132997752
333	ISG15	IFI6	23.0315214097553
334	ISG15	IFI44L	9.0179857579293
335	ISG15	IFI44	6.33067347668943
336	ISG15	OASL	4.01826893119674
337	ISG15	HERC5	2.83163608430132
338	EIF4EBP1	NAGA	42.109375623229
339	TDRD7	IFIH1	13.237183531577
340	TDRD7	PARP9	5.88042111151044
341	SIRPA	SLC43A2	7.39315000019487
342	SIRPA	NUMB	5.30290080824856
343	SIRPA	TLR2	1.45681033305017
344	SH3BGRL2	MTURN	9.85715425966457
345	SH3BGRL2	BEND2	9.04313137287655
346	SH3BGRL2	CMTM5	6.64551461023076
347	SH3BGRL2	CTDSPL	5.86645813399694
348	SH3BGRL2	PTGS1	4.30903012165078
349	EIF1AY	ZFY	244.427870938051
350	EIF1AY	DDX3Y	125.261273294311
351	EIF1AY	USP9Y	82.7481054283673
352	EIF1AY	UTY	73.3108423110619
353	EIF1AY	KDM5D	12.2497238059196
354	DCAF12	STRADB	34.7843015471962
355	NAGA	CYFIP1	55.1566245769679
356	NAGA	EIF4EBP1	42.109375623229
357	NAGA	LRP1	23.7422503414931
358	NAGA	MTMR11	21.3354890266098
359	LILRB3	NFAM1	7.03466745211445
360	SAMD9	SAMD9L	7.03102450308928
361	GIMAP1	GIMAP7	21.1757413456646
362	NFAM1	LILRB3	7.03466745211445
363	ITGB3	TREML1	63.8641246700336
364	ITGB3	CMTM5	5.35105270627992
365	SPIB	CD72	29.6378900702384
366	SPIB	CD19	18.191191184166
367	SPIB	VPREB3	1.81486584071684
368	CYFIP1	NAGA	55.1566245769679
